"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.013748,3.139,2.0887e-20,1.2706,1,5.9567,22.86,-30.644,0
-0.013748,3.139,2.0887e-20,1.2706,1,6.026,22.87,-30.576,0
-0.013748,3.139,2.0887e-20,1.2706,1,6.0952,22.88,-30.507,0
-0.013748,3.139,2.0887e-20,1.2706,1,6.1645,22.89,-30.439,0
-0.013748,3.139,2.0887e-20,1.2706,1,6.2338,22.9,-30.37,0
-0.0040453,3.1577,1.9436e-20,1.1971,1,6.303,22.91,-30.301,0
-0.0040453,3.1577,1.9436e-20,1.1971,1,6.3723,22.92,-30.233,0
-0.0040453,3.1577,1.9436e-20,1.1971,1,6.4416,22.93,-30.164,0
-0.0040453,3.1577,1.9436e-20,1.1971,1,6.5108,22.94,-30.096,0
-0.0040453,3.1577,1.9436e-20,1.1971,1,6.5801,22.95,-30.027,0
-0.0040453,3.1577,1.9436e-20,1.1971,1,6.6494,22.96,-29.959,0
-0.0040453,3.1577,1.9436e-20,1.1971,1,6.7186,22.97,-29.89,0
-0.014679,3.1654,-1.9005e-20,1.1811,1,6.7879,22.98,-29.822,0
-0.014679,3.1654,-1.9005e-20,1.1811,1,6.8572,22.99,-29.753,0
-0.014679,3.1654,-1.9005e-20,1.1811,1,6.9264,23,-29.685,0
-0.014679,3.1654,-1.9005e-20,1.1811,1,6.9957,23.01,-29.616,0
-0.014679,3.1654,-1.9005e-20,1.1811,1,7.0649,23.02,-29.548,0
-0.014679,3.1654,-1.9005e-20,1.1811,1,7.1342,23.03,-29.479,0
-0.014679,3.1654,-1.9005e-20,1.1811,1,7.2035,23.04,-29.41,0
-0.023958,3.1951,0,1.1053,1,7.2727,23.05,-29.342,0
-0.023958,3.1951,0,1.1053,1,7.342,23.06,-29.273,0
-0.023958,3.1951,0,1.1053,1,7.4113,23.07,-29.205,0
-0.023958,3.1951,0,1.1053,1,7.4805,23.08,-29.136,0
-0.023958,3.1951,0,1.1053,1,7.5498,23.09,-29.068,0
-0.023958,3.1951,0,1.1053,1,7.6191,23.1,-28.999,0
-0.023958,3.1951,0,1.1053,1,7.6883,23.11,-28.931,0
-0.023958,3.1951,0,1.1053,1,7.7576,23.12,-28.862,0
-0.023958,3.1951,0,1.1053,1,7.8269,23.13,-28.794,0
-0.023958,3.1951,0,1.1053,1,7.8961,23.14,-28.725,0
-0.023958,3.1951,0,1.1053,1,7.9654,23.15,-28.657,0
-0.023958,3.1951,0,1.1053,1,8.0346,23.16,-28.588,0
-0.023958,3.1951,0,1.1053,1,8.1039,23.17,-28.519,0
-0.023958,3.1951,0,1.1053,1,8.1732,23.18,-28.451,0
-0.023958,3.1951,0,1.1053,1,8.2424,23.19,-28.382,0
-0.01208,3.2126,-1.6618e-20,1.0272,1,8.3117,23.2,-28.314,0
-0.01208,3.2126,-1.6618e-20,1.0272,1,8.381,23.21,-28.245,0
-0.01208,3.2126,-1.6618e-20,1.0272,1,8.4502,23.22,-28.177,0
-0.01208,3.2126,-1.6618e-20,1.0272,1,8.5195,23.23,-28.108,0
-0.01208,3.2126,-1.6618e-20,1.0272,1,8.5888,23.24,-28.04,0
-0.01208,3.2126,-1.6618e-20,1.0272,1,8.658,23.25,-27.971,0
-0.01208,3.2126,-1.6618e-20,1.0272,1,8.7273,23.26,-27.903,0
-0.01208,3.2126,-1.6618e-20,1.0272,1,8.7966,23.27,-27.834,0
-0.01208,3.2126,-1.6618e-20,1.0272,1,8.8658,23.28,-27.766,0
-0.01208,3.2126,-1.6618e-20,1.0272,1,8.9351,23.29,-27.697,0
-0.01208,3.2126,-1.6618e-20,1.0272,1,9.0043,23.3,-27.628,0
-0.01208,3.2126,-1.6618e-20,1.0272,1,9.0736,23.31,-27.56,0
-0.01208,3.2126,-1.6618e-20,1.0272,1,9.1429,23.32,-27.491,0
-0.01208,3.2126,-1.6618e-20,1.0272,1,9.2121,23.33,-27.423,0
-0.016171,3.2464,-1.5368e-20,0.94629,1,9.2814,23.34,-27.354,0
-0.016171,3.2464,-1.5368e-20,0.94629,1,9.3507,23.35,-27.286,0
-0.016171,3.2464,-1.5368e-20,0.94629,1,9.4199,23.36,-27.217,0
-0.016171,3.2464,-1.5368e-20,0.94629,1,9.4892,23.37,-27.149,0
-0.016171,3.2464,-1.5368e-20,0.94629,1,9.5585,23.38,-27.08,0
-0.029148,3.2418,1.8846e-20,0.90454,1,9.6277,23.39,-27.012,0
-0.029148,3.2418,1.8846e-20,0.90454,1,9.697,23.4,-26.943,0
-0.029148,3.2418,1.8846e-20,0.90454,1,9.7662,23.41,-26.875,0
-0.029148,3.2418,1.8846e-20,0.90454,1,9.8355,23.42,-26.806,0
-0.029148,3.2418,1.8846e-20,0.90454,1,9.9048,23.43,-26.737,0
-0.029148,3.2418,1.8846e-20,0.90454,1,9.974,23.44,-26.669,0
-0.029148,3.2418,1.8846e-20,0.90454,1,10.043,23.45,-26.6,0
-0.029148,3.2418,1.8846e-20,0.90454,1,10.113,23.46,-26.532,0
-0.029148,3.2418,1.8846e-20,0.90454,1,10.182,23.47,-26.463,0
-0.029148,3.2418,1.8846e-20,0.90454,1,10.251,23.48,-26.395,0
-0.0089575,3.2655,3.9961e-19,0.79493,1,10.32,23.49,-26.326,0
-0.0089575,3.2655,3.9961e-19,0.79493,1,10.39,23.5,-26.258,0
-0.0089575,3.2655,3.9961e-19,0.79493,1,10.459,23.51,-26.189,0
-0.0089575,3.2655,3.9961e-19,0.79493,1,10.528,23.52,-26.121,0
-0.0089575,3.2655,3.9961e-19,0.79493,1,10.597,23.53,-26.052,0
-0.0089575,3.2655,3.9961e-19,0.79493,1,10.667,23.54,-25.984,0
-0.0089575,3.2655,3.9961e-19,0.79493,1,10.736,23.55,-25.915,0
-0.0089575,3.2655,3.9961e-19,0.79493,1,10.805,23.56,-25.846,0
-0.0089575,3.2655,3.9961e-19,0.79493,1,10.874,23.57,-25.778,0
-0.0089575,3.2655,3.9961e-19,0.79493,1,10.944,23.58,-25.709,0
-0.0089575,3.2655,3.9961e-19,0.79493,1,11.013,23.59,-25.641,0
-0.0089575,3.2655,3.9961e-19,0.79493,1,11.082,23.6,-25.572,0
-0.0089575,3.2655,3.9961e-19,0.79493,1,11.152,23.61,-25.504,0
-0.0089575,3.2655,3.9961e-19,0.79493,1,11.221,23.62,-25.435,0
-0.0089575,3.2655,3.9961e-19,0.79493,1,11.29,23.63,-25.367,0
-0.0089575,3.2655,3.9961e-19,0.79493,1,11.359,23.64,-25.298,0
-0.015625,3.3065,-1.8492e-19,0.66589,1,11.429,23.65,-25.23,0
-0.015625,3.3065,-1.8492e-19,0.66589,1,11.498,23.66,-25.161,0
-0.015625,3.3065,-1.8492e-19,0.66589,1,11.567,23.67,-25.093,0
-0.015625,3.3065,-1.8492e-19,0.66589,1,11.636,23.68,-25.024,0
-0.015625,3.3065,-1.8492e-19,0.66589,1,11.706,23.69,-24.955,0
-0.015625,3.3065,-1.8492e-19,0.66589,1,11.775,23.7,-24.887,0
-0.015625,3.3065,-1.8492e-19,0.66589,1,11.844,23.71,-24.818,0
-0.015625,3.3065,-1.8492e-19,0.66589,1,11.913,23.72,-24.75,0
-0.015625,3.3065,-1.8492e-19,0.66589,1,11.983,23.73,-24.681,0
-0.015625,3.3065,-1.8492e-19,0.66589,1,12.052,23.74,-24.613,0
-0.015625,3.3065,-1.8492e-19,0.66589,1,12.121,23.75,-24.544,0
-0.015625,3.3065,-1.8492e-19,0.66589,1,12.19,23.76,-24.476,0
-0.015625,3.3065,-1.8492e-19,0.66589,1,12.26,23.77,-24.407,0
-0.015625,3.3065,-1.8492e-19,0.66589,1,12.329,23.78,-24.339,0
0.026162,3.1133,0,0.63198,1,12.398,23.79,-24.27,0
0.082797,3.1346,-1.8284e-19,0.47815,1,12.468,23.8,-24.202,0
0.082797,3.1346,-1.8284e-19,0.47815,1,12.537,23.81,-24.133,0
0.082797,3.1346,-1.8284e-19,0.47815,1,12.606,23.82,-24.064,0
0.082797,3.1346,-1.8284e-19,0.47815,1,12.675,23.83,-23.996,0
0.082797,3.1346,-1.8284e-19,0.47815,1,12.745,23.84,-23.927,0
0.082797,3.1346,-1.8284e-19,0.47815,1,12.814,23.85,-23.859,0
0.082797,3.1346,-1.8284e-19,0.47815,1,12.883,23.86,-23.79,0
0.082797,3.1346,-1.8284e-19,0.47815,1,12.952,23.87,-23.722,0
0.082797,3.1346,-1.8284e-19,0.47815,1,13.022,23.88,-23.653,0
0.082797,3.1346,-1.8284e-19,0.47815,1,13.091,23.89,-23.585,0
0.082797,3.1346,-1.8284e-19,0.47815,1,13.16,23.9,-23.516,0
0.082797,3.1346,-1.8284e-19,0.47815,1,13.229,23.91,-23.448,0
0.082797,3.1346,-1.8284e-19,0.47815,1,13.299,23.92,-23.379,0
0.082797,3.1346,-1.8284e-19,0.47815,1,13.368,23.93,-23.311,0
0.082797,3.1346,-1.8284e-19,0.47815,1,13.437,23.94,-23.242,0
0.082797,3.1346,-1.8284e-19,0.47815,1,13.507,23.95,-23.173,0
0.12737,3.2797,1.6398e-19,0.29987,1,13.576,23.96,-23.105,0
0.12737,3.2797,1.6398e-19,0.29987,1,13.645,23.97,-23.036,0
0.12737,3.2797,1.6398e-19,0.29987,1,13.714,23.98,-22.968,0
0.12737,3.2797,1.6398e-19,0.29987,1,13.784,23.99,-22.899,0
0.12737,3.2797,1.6398e-19,0.29987,1,13.853,24,-22.831,0
0.12737,3.2797,1.6398e-19,0.29987,1,13.922,24.01,-22.762,0
0.12737,3.2797,1.6398e-19,0.29987,1,13.991,24.02,-22.694,0
0.12737,3.2797,1.6398e-19,0.29987,1,14.061,24.03,-22.625,0
0.12737,3.2797,1.6398e-19,0.29987,1,14.13,24.04,-22.557,0
0.12737,3.2797,1.6398e-19,0.29987,1,14.199,24.05,-22.488,0
0.12737,3.2797,1.6398e-19,0.29987,1,14.268,24.06,-22.42,0
0.12737,3.2797,1.6398e-19,0.29987,1,14.338,24.07,-22.351,0
0.12737,3.2797,1.6398e-19,0.29987,1,14.407,24.08,-22.282,0
0.12737,3.2797,1.6398e-19,0.29987,1,14.476,24.09,-22.214,0
0.12737,3.2797,1.6398e-19,0.29987,1,14.545,24.1,-22.145,0
0.12737,3.2797,1.6398e-19,0.29987,1,14.615,24.11,-22.077,0
0.12737,3.2797,1.6398e-19,0.29987,1,14.684,24.12,-22.008,0
0.39098,3.2236,1.2629e-20,-0.24332,1,14.753,24.13,-21.94,0
0.39098,3.2236,1.2629e-20,-0.24332,1,14.823,24.14,-21.871,0
0.39098,3.2236,1.2629e-20,-0.24332,1,14.892,24.15,-21.803,0
0.39098,3.2236,1.2629e-20,-0.24332,1,14.961,24.16,-21.734,0
-0.23103,1.5491,1.2677e-22,-1.0765,1,15.03,24.17,-21.666,0
-0.23103,1.5491,1.2677e-22,-1.0765,1,15.1,24.18,-21.597,0
-0.23103,1.5491,1.2677e-22,-1.0765,1,15.169,24.19,-21.529,0
-0.23103,1.5491,1.2677e-22,-1.0765,1,15.238,24.2,-21.46,0
-0.23103,1.5491,1.2677e-22,-1.0765,1,15.307,24.21,-21.391,0
-0.23103,1.5491,1.2677e-22,-1.0765,1,15.377,24.22,-21.323,0
-0.23103,1.5491,1.2677e-22,-1.0765,1,15.446,24.23,-21.254,0
-0.23103,1.5491,1.2677e-22,-1.0765,1,15.515,24.24,-21.186,0
-0.23103,1.5491,1.2677e-22,-1.0765,1,15.584,24.25,-21.117,0
-0.23103,1.5491,1.2677e-22,-1.0765,1,15.654,24.26,-21.049,0
-0.23103,1.5491,1.2677e-22,-1.0765,1,15.723,24.27,-20.98,0
-0.23103,1.5491,1.2677e-22,-1.0765,1,15.792,24.28,-20.912,0
-0.23103,1.5491,1.2677e-22,-1.0765,1,15.861,24.29,-20.843,0
0.19359,3.2695,1.2519e-18,-1.597,1,15.931,24.3,-20.775,0
0.19359,3.2695,1.2519e-18,-1.597,1,16,24.31,-20.706,0
0.19359,3.2695,1.2519e-18,-1.597,1,16.069,24.32,-20.638,0
0.19359,3.2695,1.2519e-18,-1.597,1,16.139,24.33,-20.569,0
0.19359,3.2695,1.2519e-18,-1.597,1,16.208,24.34,-20.5,0
0.19359,3.2695,1.2519e-18,-1.597,1,16.277,24.35,-20.432,0
0.44698,2.5667,1.8485e-18,-2.5027,1,16.346,24.36,-20.363,0
0.44698,2.5667,1.8485e-18,-2.5027,1,16.416,24.37,-20.295,0
0.8388,2.95,-1.7615e-18,-1.0077,1,16.485,24.38,-20.226,0
0.8388,2.95,-1.7615e-18,-1.0077,1,16.554,24.39,-20.158,0
0.8388,2.95,-1.7615e-18,-1.0077,1,16.623,24.4,-20.089,0
0.8388,2.95,-1.7615e-18,-1.0077,1,16.693,24.41,-20.021,0
0.8388,2.95,-1.7615e-18,-1.0077,1,16.762,24.42,-19.952,0
0.8388,2.95,-1.7615e-18,-1.0077,1,16.831,24.43,-19.884,0
0.8388,2.95,-1.7615e-18,-1.0077,1,16.9,24.44,-19.815,0
0.49717,1.9783,2.7111e-19,-0.2937,1,16.97,24.45,-19.747,0
0.49717,1.9783,2.7111e-19,-0.2937,1,17.039,24.46,-19.678,0
0.49717,1.9783,2.7111e-19,-0.2937,1,17.108,24.47,-19.609,0
0.49717,1.9783,2.7111e-19,-0.2937,1,17.178,24.48,-19.541,0
0.74358,2.9883,-1.3724e-19,-0.30457,1,17.247,24.49,-19.472,0
0.74358,2.9883,-1.3724e-19,-0.30457,1,17.316,24.5,-19.404,0
0.74358,2.9883,-1.3724e-19,-0.30457,1,17.385,24.51,-19.335,0
0.74358,2.9883,-1.3724e-19,-0.30457,1,17.455,24.52,-19.267,0
0.74358,2.9883,-1.3724e-19,-0.30457,1,17.524,24.53,-19.198,0
0.52972,2.3897,1.5084e-19,-0.25295,1,17.593,24.54,-19.13,0
0.52972,2.3897,1.5084e-19,-0.25295,1,17.662,24.55,-19.061,0
0.52972,2.3897,1.5084e-19,-0.25295,1,17.732,24.56,-18.993,0
0.52972,2.3897,1.5084e-19,-0.25295,1,17.801,24.57,-18.924,0
0.52972,2.3897,1.5084e-19,-0.25295,1,17.87,24.58,-18.856,0
0.52972,2.3897,1.5084e-19,-0.25295,1,17.939,24.59,-18.787,0
0.52972,2.3897,1.5084e-19,-0.25295,1,18.009,24.6,-18.718,0
0.52972,2.3897,1.5084e-19,-0.25295,1,18.078,24.61,-18.65,0
0.69984,3.1636,-1.4233e-19,-0.244,1,18.147,24.62,-18.581,0
0.69984,3.1636,-1.4233e-19,-0.244,1,18.216,24.63,-18.513,0
0.66088,2.8522,-2.0241e-19,-0.20662,1,18.286,24.64,-18.444,0
0.66088,2.8522,-2.0241e-19,-0.20662,1,18.355,24.65,-18.376,0
0.66088,2.8522,-2.0241e-19,-0.20662,1,18.424,24.66,-18.307,0
0.66088,2.8522,-2.0241e-19,-0.20662,1,18.494,24.67,-18.239,0
0.66088,2.8522,-2.0241e-19,-0.20662,1,18.563,24.68,-18.17,0
0.66088,2.8522,-2.0241e-19,-0.20662,1,18.632,24.69,-18.102,0
0.66088,2.8522,-2.0241e-19,-0.20662,1,18.701,24.7,-18.033,0
0.66088,2.8522,-2.0241e-19,-0.20662,1,18.771,24.71,-17.965,0
0.66088,2.8522,-2.0241e-19,-0.20662,1,18.84,24.72,-17.896,0
0.66088,2.8522,-2.0241e-19,-0.20662,1,18.909,24.73,-17.827,0
0.66088,2.8522,-2.0241e-19,-0.20662,1,18.978,24.74,-17.759,0
0.52586,2.31,8.6485e-20,-0.18587,1,19.048,24.75,-17.69,0
0.52586,2.31,8.6485e-20,-0.18587,1,19.117,24.76,-17.622,0
0.52586,2.31,8.6485e-20,-0.18587,1,19.186,24.77,-17.553,0
0.75805,3.1194,7.2421e-20,-0.11475,1,19.255,24.78,-17.485,0
0.75805,3.1194,7.2421e-20,-0.11475,1,19.325,24.79,-17.416,0
0.75805,3.1194,7.2421e-20,-0.11475,1,19.394,24.8,-17.348,0
0.75805,3.1194,7.2421e-20,-0.11475,1,19.463,24.81,-17.279,0
0.75805,3.1194,7.2421e-20,-0.11475,1,19.532,24.82,-17.211,0
0.75805,3.1194,7.2421e-20,-0.11475,1,19.602,24.83,-17.142,0
0.75805,3.1194,7.2421e-20,-0.11475,1,19.671,24.84,-17.074,0
0.75805,3.1194,7.2421e-20,-0.11475,1,19.74,24.85,-17.005,0
0.72234,2.8553,-2.1045e-20,-0.1104,1,19.81,24.86,-16.936,0
0.72234,2.8553,-2.1045e-20,-0.1104,1,19.879,24.87,-16.868,0
0.72234,2.8553,-2.1045e-20,-0.1104,1,19.948,24.88,-16.799,0
0.72234,2.8553,-2.1045e-20,-0.1104,1,20.017,24.89,-16.731,0
0.72234,2.8553,-2.1045e-20,-0.1104,1,20.087,24.9,-16.662,0
0.72234,2.8553,-2.1045e-20,-0.1104,1,20.156,24.91,-16.594,0
0.72234,2.8553,-2.1045e-20,-0.1104,1,20.225,24.92,-16.525,0
0.72234,2.8553,-2.1045e-20,-0.1104,1,20.294,24.93,-16.457,0
0.72234,2.8553,-2.1045e-20,-0.1104,1,20.364,24.94,-16.388,0
0.72234,2.8553,-2.1045e-20,-0.1104,1,20.433,24.95,-16.32,0
0.72234,2.8553,-2.1045e-20,-0.1104,1,20.502,24.96,-16.251,0
0.62285,2.5027,1.3751e-19,-0.12862,1,20.571,24.97,-16.183,0
0.62285,2.5027,1.3751e-19,-0.12862,1,20.641,24.98,-16.114,0
0.85948,3.1721,-2.8734e-20,-0.06456,1,20.71,24.99,-16.045,0
0.85948,3.1721,-2.8734e-20,-0.06456,1,20.779,25,-15.977,0
0.85948,3.1721,-2.8734e-20,-0.06456,1,20.849,25.01,-15.908,0
0.85948,3.1721,-2.8734e-20,-0.06456,1,20.918,25.02,-15.84,0
0.85948,3.1721,-2.8734e-20,-0.06456,1,20.987,25.03,-15.771,0
0.85948,3.1721,-2.8734e-20,-0.06456,1,21.056,25.04,-15.703,0
0.85948,3.1721,-2.8734e-20,-0.06456,1,21.126,25.05,-15.634,0
0.85948,3.1721,-2.8734e-20,-0.06456,1,21.195,25.06,-15.566,0
0.85948,3.1721,-2.8734e-20,-0.06456,1,21.264,25.07,-15.497,0
0.85948,3.1721,-2.8734e-20,-0.06456,1,21.333,25.08,-15.429,0
0.83943,3.0245,-2.9867e-20,-0.092117,1,21.403,25.09,-15.36,0
0.83943,3.0245,-2.9867e-20,-0.092117,1,21.472,25.1,-15.292,0
0.83943,3.0245,-2.9867e-20,-0.092117,1,21.541,25.11,-15.223,0
0.83943,3.0245,-2.9867e-20,-0.092117,1,21.61,25.12,-15.154,0
0.83943,3.0245,-2.9867e-20,-0.092117,1,21.68,25.13,-15.086,0
0.83943,3.0245,-2.9867e-20,-0.092117,1,21.749,25.14,-15.017,0
0.83943,3.0245,-2.9867e-20,-0.092117,1,21.818,25.15,-14.949,0
0.83943,3.0245,-2.9867e-20,-0.092117,1,21.887,25.16,-14.88,0
0.83943,3.0245,-2.9867e-20,-0.092117,1,21.957,25.17,-14.812,0
0.83943,3.0245,-2.9867e-20,-0.092117,1,22.026,25.18,-14.743,0
0.83943,3.0245,-2.9867e-20,-0.092117,1,22.095,25.19,-14.675,0
0.83943,3.0245,-2.9867e-20,-0.092117,1,22.165,25.2,-14.606,0
0.80627,2.8362,-1.172e-20,-0.10572,1,22.234,25.21,-14.538,0
0.80627,2.8362,-1.172e-20,-0.10572,1,22.303,25.22,-14.469,0
0.80627,2.8362,-1.172e-20,-0.10572,1,22.372,25.23,-14.401,0
0.80627,2.8362,-1.172e-20,-0.10572,1,22.442,25.24,-14.332,0
0.80627,2.8362,-1.172e-20,-0.10572,1,22.511,25.25,-14.263,0
0.80627,2.8362,-1.172e-20,-0.10572,1,22.58,25.26,-14.195,0
0.80627,2.8362,-1.172e-20,-0.10572,1,22.649,25.27,-14.126,0
0.92134,3.2355,3.6093e-20,-0.043378,1,22.719,25.28,-14.058,0
0.92134,3.2355,3.6093e-20,-0.043378,1,22.788,25.29,-13.989,0
0.92134,3.2355,3.6093e-20,-0.043378,1,22.857,25.3,-13.921,0
0.92134,3.2355,3.6093e-20,-0.043378,1,22.926,25.31,-13.852,0
0.92134,3.2355,3.6093e-20,-0.043378,1,22.996,25.32,-13.784,0
0.92134,3.2355,3.6093e-20,-0.043378,1,23.065,25.33,-13.715,0
0.9295,3.1769,-5.5225e-20,-0.077889,1,23.134,25.34,-13.647,0
0.9295,3.1769,-5.5225e-20,-0.077889,1,23.203,25.35,-13.578,0
0.9295,3.1769,-5.5225e-20,-0.077889,1,23.273,25.36,-13.51,0
0.9295,3.1769,-5.5225e-20,-0.077889,1,23.342,25.37,-13.441,0
0.9295,3.1769,-5.5225e-20,-0.077889,1,23.411,25.38,-13.372,0
0.9295,3.1769,-5.5225e-20,-0.077889,1,23.481,25.39,-13.304,0
0.9295,3.1769,-5.5225e-20,-0.077889,1,23.55,25.4,-13.235,0
